ID,X373.66,X375.34,X377.02,X378.71,X380.39,X382.07,X383.76,X385.43,X387.12,X388.8,X390.49,X392.17,X393.86,X395.55,X397.23,X398.92,X400.61,X402.3,X403.99,X405.67,X407.36,X409.05,X410.74,X412.43,X414.12,X415.82,X417.51,X419.2,X420.89,X422.58,X424.28,X425.98,X427.67,X429.37,X431.06,X432.76,X434.45,X436.15,X437.85,X439.55,X441.24,X442.94,X444.65,X446.35,X448.04,X449.74,X451.45,X453.15,X454.85,X456.56,X458.26,X459.96,X461.67,X463.37,X465.07,X466.78,X468.48,X470.19,X471.89,X473.6,X475.31,X477.01,X478.72,X480.43,X482.13,X483.85,X485.55,X487.26,X488.97,X490.67,X492.39,X494.1,X495.81,X497.52,X499.22,X500.94,X502.65,X504.37,X506.07,X507.78,X509.5,X511.21,X512.92,X514.63,X516.34,X518.05,X519.77,X521.48,X523.19,X524.9,X526.62,X528.33,X530.05,X531.76,X533.48,X535.19,X536.9,X538.61,X540.33,X542.05,X543.76,X545.47,X547.19,X548.9,X550.62,X552.34,X554.05,X555.77,X557.48,X559.2,X560.91,X562.64,X564.35,X566.07,X567.78,X569.5,X571.22,X572.93,X574.65,X576.36,X578.08,X579.81,X581.53,X583.24,X584.96,X586.68,X588.4,X590.11,X591.83,X593.55,X595.27,X596.99,X598.71,X600.43,X602.15,X603.86,X605.58,X607.3,X609.02,X610.74,X612.46,X614.18,X615.9,X617.62,X619.34,X621.07,X622.79,X624.51,X626.23,X627.95,X629.66,X631.38,X633.1,X634.83,X636.55,X638.27,X639.99,X641.71,X643.44,X645.16,X646.87,X648.59,X650.32,X652.04,X653.76,X655.49,X657.21,X658.92,X660.65,X662.37,X664.09,X665.82,X667.53,X669.25,X670.98,X672.7,X674.43,X676.14,X677.86,X679.59,X681.31,X683.04,X684.75,X686.47,X688.2,X689.91,X691.64,X693.36,X695.09,X696.8,X698.53,X700.25,X701.98,X703.69,X705.42,X707.14,X708.86,X710.58,X712.31,X714.02,X715.75,X717.47,X719.19,X720.91,X722.64,X724.35,X726.08,X727.8,X729.52,X731.25,X732.96,X734.69,X736.4,X738.13,X739.85,X741.57,X743.29,X745.01,X746.73,X748.45,X750.18,X751.9,X753.62,X755.34,X757.06,X758.78,X760.5,X762.22,X763.94,X765.66,X767.38,X769.1,X770.82,X772.54,X774.26,X775.97,X777.7,X779.41,X781.14,X782.85,X784.58,X786.29,X788.01,X789.73,X791.45,X793.17,X794.89,X796.61,X798.33,X800.04,X801.76,X803.48,X805.2,X806.92,X808.64,X810.35,X812.08,X813.79,X815.52,X817.23,X818.95,X820.67,X822.39,X824.11,X825.83,X827.55,X829.27,X830.99,X832.71,X834.43,X836.14,X837.87,X839.59,X841.3,X843.02,X844.74,X846.47,X848.18,X849.9,X851.62,X853.34,X855.05,X856.78,X858.5,X860.22,X861.94,X863.65,X865.37,X867.09,X868.81,X870.53,X872.25,X873.96,X875.68,X877.4,X879.12,X880.84,X882.56,X884.28,X885.99,X887.71,X889.43,X891.14,X892.86,X894.58,X896.29,X898.01,X899.73,X901.45,X903.16,X904.88,X906.6,X908.31,X910.03,X911.75,X913.46,X915.18,X916.89,X918.61,X920.32,X922.04,X923.75,X925.47,X927.18,X928.9,X930.61,X932.32,X934.04,X935.75,X937.46,X939.18,X940.89,X942.6,X944.32,X946.03,X947.74,X949.45,X951.16,X952.87,X954.58,X956.29,X958,X959.72,X961.43,X963.13,X964.84,X966.55,X968.26,X969.97,X971.68,X973.39,X975.1,X981.23,X986.92,X992.6,X998.28,X1003.96,X1009.64,X1015.33,X1021.01,X1026.69,X1032.37,X1038.04,X1043.72,X1049.4,X1055.07,X1060.75,X1066.42,X1072.09,X1077.77,X1083.44,X1089.11,X1094.78,X1100.44,X1106.11,X1111.78,X1117.43,X1123.1,X1128.77,X1134.42,X1140.09,X1145.74,X1151.4,X1157.06,X1162.71,X1168.37,X1174.03,X1179.69,X1185.34,X1190.99,X1196.65,X1202.3,X1207.96,X1213.61,X1219.27,X1224.92,X1230.58,X1236.24,X1241.89,X1247.55,X1253.21,X1258.87,X1264.53,X1270.2,X1275.86,X1281.53,X1287.19,X1292.86,X1298.53,X1304.2,X1309.87,X1315.53,X1321.2,X1326.87,X1332.54,X1338.21,X1343.88,X1349.55,X1355.22,X1360.88,X1366.55,X1372.22,X1377.88,X1383.56,X1389.22,X1394.89,X1400.55,X1406.21,X1411.88,X1417.54,X1423.2,X1428.86,X1434.52,X1440.17,X1445.83,X1451.49,X1457.13,X1462.79,X1468.43,X1474.08,X1479.71,X1485.34,X1490.97,X1496.59,X1502.22,X1507.84,X1513.46,X1519.08,X1524.7,X1530.31,X1535.93,X1541.54,X1547.15,X1552.76,X1558.37,X1563.97,X1569.57,X1575.18,X1580.78,X1586.38,X1591.97,X1597.56,X1603.16,X1608.76,X1614.34,X1619.94,X1625.52,X1631.11,X1636.69,X1642.28,X1647.87,X1653.45,X1659.03,X1664.6,X1670.19,X1675.77,X1681.34,X1686.92,X1692.49,X1698.07,X1703.64,X1709.21,X1714.78,X1720.35,X1725.91,X1731.48,X1737.05,X1742.62,X1748.19,X1753.75,X1759.32,X1764.88,X1770.45,X1776.01,X1781.57,X1787.12,X1792.68,X1798.25,X1803.81,X1809.37,X1814.93,X1820.48,X1826.04,X1831.59,X1837.16,X1842.71,X1848.26,X1853.83,X1859.38,X1864.94,X1870.49,X1876.05,X1881.6,X1887.16,X1892.71,X1898.26,X1903.82,X1909.37,X1914.93,X1920.49,X1926.04,X1931.6,X1937.15,X1942.71,X1948.25,X1953.81,X1959.37,X1964.92,X1970.48,X1976.03,X1981.6,X1987.15,X1992.71,X1998.26,X2003.82,X2009.38,X2014.94,X2020.49,X2026.04,X2031.6,X2037.16,X2042.72,X2048.28,X2053.84,X2059.4,X2065.01,X2070.61,X2076.22,X2081.84,X2087.47,X2093.11,X2098.75,X2104.41,X2110.06,X2115.72,X2121.38,X2127.04,X2132.71,X2138.38,X2144.05,X2149.72,X2155.38,X2161.06,X2166.73,X2172.39,X2178.06,X2183.72,X2189.37,X2195.02,X2200.66,X2206.3,X2211.94,X2217.56,X2223.18,X2228.78,X2234.39,X2239.97,X2245.56,X2251.12,X2256.68,X2262.22,X2267.75,X2273.27,X2278.77,X2284.26,X2289.73,X2295.19,X2300.62,X2306.05,X2311.45,X2316.83,X2322.17,X2327.44,X2332.69,X2337.92,X2343.15,X2348.37,X2353.58,X2358.79,X2363.99,X2369.21,X2374.42,X2379.64,X2384.87,X2390.11,X2395.37,X2400.64,X2405.94,X2411.25,X2416.6,X2421.96,X2427.35,X2432.77,X2438.19,X2443.64,X2449.11,X2454.59,X2460.09,X2465.59,X2471.11,X2476.64,X2482.17,X2487.7,X2493.25,X2498.79,X2504.34,Crop
200_M1,150.3846154,167.8076923,200.4230769,216.7692308,175.6538462,130.5,115.5384615,120.7307692,95.88461538,76.07692308,65.80769231,89.65384615,120.1538462,120.6923077,140.3076923,163.0769231,199.0384615,196.3076923,208.8846154,210.6923077,209.3846154,218.5769231,223.7307692,227.0769231,246.1153846,256.3846154,259.3076923,258.5769231,265.3076923,272.6153846,284.2692308,292.1923077,298.2307692,295.0769231,284.4230769,283.7692308,292.3461538,298.8846154,303.5769231,319.1923077,326.5384615,328.0769231,327.1538462,331.8461538,336.8076923,340.9615385,341.0384615,348.2307692,346.6923077,345.6538462,350.3846154,355.1153846,359.5769231,362.6153846,363.6538462,364.3846154,366.1153846,367.8461538,368.0384615,371.6538462,378.7307692,380.3846154,384.9615385,387.5384615,391.3846154,393.4615385,395.4230769,398.1153846,399.5,405.8846154,409.1538462,415.2307692,424.5,431.9230769,438.2307692,444,448.2307692,456.8076923,469.2692308,483.8076923,502.0769231,522.0769231,540.9615385,560.9615385,586.5769231,609.3846154,637,665.5769231,696.2307692,728.2307692,754.3846154,778.4230769,806.6153846,833.3846154,848,867.8461538,886.0384615,900.6153846,911.4230769,921.2692308,932.2692308,940.4230769,952.3846154,968.5769231,981.1923077,985.9615385,990.6153846,1000.692308,1003.384615,993.4230769,985.5,987.3461538,984.7692308,978,971,963.2692308,951.4615385,940.4615385,931.9615385,922.6923077,914.6153846,904.4230769,896.1153846,897.5384615,895.7692308,895.9230769,896.5,886.9230769,880.1153846,879.8846154,880.0384615,882.6538462,887,890.6923077,889.1153846,884.9615385,883.5,880.5384615,873.9615385,863.1923077,855.1538462,850,848.1923077,842.0769231,840.4615385,841.3461538,843.3461538,841.8846154,839.6153846,839.8846154,838.3846154,837.8461538,837.1923077,835.5769231,833.3461538,829.6538462,821.7307692,808.9230769,797.1538462,789.4615385,780.6923077,769.1538462,759.1538462,753.2307692,754.5384615,747.3076923,734.0384615,722.7692308,715.3461538,703.5,690.8846154,681.7307692,675.8076923,670.3846154,664.7692308,660.2692308,656.1923077,655.2307692,660.3846154,665.2692308,673.5,690.9615385,713.1923077,745.8076923,779.4230769,821.9230769,877.3076923,943.2307692,1016.423077,1095.846154,1189.153846,1282.730769,1374.807692,1470.923077,1566.076923,1653.423077,1741.576923,1839.307692,1933.846154,2025.846154,2118.230769,2210.538462,2291.576923,2375.115385,2481.730769,2584.730769,2681.653846,2785.346154,2887.115385,2983.230769,3071.307692,3164.423077,3250.884615,3331,3406.307692,3477.461538,3541.653846,3596.5,3645.346154,3686.307692,3716.307692,3741.807692,3765.923077,3789.461538,3813.076923,3837.538462,3863.076923,3888.923077,3915.576923,3942.192308,3968.230769,3993.576923,4017.5,4038.461538,4052.038462,4066.692308,4082.538462,4095.115385,4111.384615,4126.884615,4137.730769,4155.576923,4170.538462,4189,4202.884615,4214.5,4228.807692,4242.307692,4254.461538,4264.153846,4275.307692,4294.076923,4297.538462,4311.730769,4325.115385,4337.961538,4349.961538,4358.461538,4370,4383.961538,4404.576923,4416.269231,4423.615385,4429.884615,4441.846154,4450.653846,4463.576923,4472.192308,4479.769231,4487.538462,4500.269231,4512.192308,4512.730769,4523.653846,4542.423077,4556.076923,4564.269231,4568.115385,4590.769231,4603.923077,4612.269231,4627.538462,4641.423077,4645.884615,4657.461538,4662.653846,4665,4669.846154,4691.576923,4707.384615,4705.192308,4710.884615,4721.730769,4725.115385,4734.230769,4733.846154,4744.538462,4765.038462,4770.230769,4776.230769,4780.846154,4776.115385,4764.576923,4755.115385,4754.730769,4768.307692,4789.153846,4824.538462,4852.5,4835,4812.038462,4796.538462,4810.038462,4827.461538,4837.461538,4843.692308,4844.923077,4840.807692,4832.076923,4823.423077,4817.038462,4811.307692,4805.730769,4800.115385,4793.923077,4785.961538,4775.692308,4765.153846,4754.846154,4744.153846,4734.653846,4726.269231,4718.115385,4710.538462,4702.923077,4694.923077,4686.307692,4678.192308,4669.884615,4661.961538,4654.769231,4647.115385,4639.769231,4632.230769,4624.346154,4615.884615,4607.461538,4598.923077,4590.846154,4582.038462,4569.653846,4562.461538,4541.115385,4529.038462,4529.769231,4564,4636.769231,4716,4802.038462,4889.615385,4970.923077,5053,5130.961538,5192.230769,5250.653846,5307.769231,5350.423077,5388.769231,5406.961538,5431.961538,5437.423077,5431.5,5402.384615,5339.692308,5257.653846,5162.461538,5056.692308,4938.230769,4807.653846,4667.269231,4516.038462,4357,4200.269231,4057,3931.269231,3829.153846,3768.923077,3782.961538,3813.038462,3826.461538,3861.961538,3895.807692,3882.192308,3882.346154,3917.384615,3956.038462,3986.153846,4035.307692,4088.538462,4121.115385,4146.576923,4166.115385,4171.769231,4154.153846,4140.038462,4123.730769,4104.346154,4074.461538,4040.346154,3973.653846,3894.230769,3797.423077,3690.269231,3564.923077,3455.384615,3353.153846,3249.769231,3140,3021.346154,2898.769231,2768.538462,2630.538462,2478,2307.076923,2132.807692,1961.576923,1799.730769,1656.923077,1532.884615,1425.423077,1341.692308,1273.461538,1217.538462,1174.5,1143.653846,1131.346154,1126.807692,1122.538462,1118.923077,1113.615385,1100.115385,1086.346154,1088.923077,1143.153846,1211.461538,1265.961538,1332.961538,1393.269231,1448.038462,1501.153846,1549.923077,1598.538462,1647.423077,1692.461538,1734.269231,1782,1818.615385,1847.307692,1872.769231,1905.538462,1946.807692,1985,2015.730769,2035.538462,2051.576923,2072.423077,2091.307692,2103.538462,2121.384615,2142.807692,2166.846154,2196.538462,2232.038462,2234.923077,2196.961538,2166.423077,2153.692308,2143.692308,2129.115385,2125.576923,2133.538462,2131.153846,2113.538462,2102.730769,2080.615385,2060.346154,2027.346154,1995.884615,1971.192308,1957.192308,1951.538462,1938.538462,1922.769231,1882.307692,1850.615385,1823.846154,1781,1700.769231,1557.461538,1316.038462,1044.076923,778.8076923,560.8461538,460.1923077,417.7307692,407.4615385,411.7307692,420.4615385,424.5,418.4230769,410.2307692,402,393.6538462,384.8461538,376.3461538,368.1923077,361.1538462,355.8076923,349.8461538,344.2307692,339.3846154,335.1153846,333.3461538,336.2692308,345.5,369.5,406.1538462,443.6538462,467.8076923,472.7692308,463.9615385,431.3461538,336.3461538,211.8846154,88.30769231,26.11538462,8.923076923,12.11538462,77.92307692,293.8076923,591.2307692,723.3461538,789.3461538,836.9230769,855.5769231,838.4230769,842.6923077,866.7307692,876.7692308,886.3846154,895.3846154,905.8846154,922.0769231,925.3076923,946.9230769,974.0384615,1002.576923,1016,1020.5,1013.730769,1006.769231,1014.807692,1021.807692,1024.423077,1027.538462,1046.653846,1060.846154,1071.153846,1073.576923,1059.307692,1060.038462,1066.153846,1062.192308,1077.115385,1078.807692,1087.461538,1089.807692,1077.269231,1053.807692,1033.961538,985.0384615,937.1923077,910.3076923,887.6153846,870.5,837.7692308,810.3461538,798.1153846,783.4230769,755.6923077,725.0769231,736.1153846,735.6153846,747.5769231,717.7692308,722.6153846,703.8076923,706.5384615,702.2692308,743.1538462,895.7692308,704.6153846,642.8076923,607.7692308,561.4230769,539.6538462,478.0769231,493.7692308,418.8076923,364,353.8076923,361.6538462,309.9230769,240.7307692,293.5384615,173.6538462,29.26923077,31.34615385,210.5384615,486.9615385,1401.769231,4706.153846,7822.846154,8135.384615,5680.884615,4635.384615,A
200_M2,215.1666667,222.125,209.7083333,205.875,169.125,149.5833333,133.75,134.7916667,115.8333333,113.9166667,67.04166667,83.70833333,120.4166667,148.375,144.5833333,153,197.0833333,201.7916667,217.1666667,220.6666667,232.125,244.5416667,242.875,242.3333333,265.5833333,275.1666667,281.875,282.625,292.2916667,300.9166667,318,327.6666667,335.9166667,336.25,331.3333333,336.5416667,347.125,359.75,368.6666667,380.4166667,387.75,389,392.75,398.625,404.8333333,410.9583333,416.875,425.1666667,428.4583333,433.5833333,442.5416667,449.7083333,454.5,461.0416667,463.2083333,465.4583333,469.5416667,474.5833333,478.75,485.3333333,492.0416667,495.5,503.8333333,511,516.375,522.25,529.2916667,532.9166667,533.6666667,539.4166667,545.25,550.5833333,557.3333333,566.3333333,572.5416667,576.875,579.5416667,590.2083333,600.2083333,608,621.1666667,633.7916667,643.7083333,651.7083333,664.8333333,675.8333333,691.0833333,705.1666667,720.2916667,739.0416667,753.9583333,766.9166667,784.4583333,804.7916667,816.125,830.8333333,845.1666667,855.9583333,865.625,876.375,885.125,892.9166667,903.5833333,917.0416667,931.125,938.3333333,946.7916667,960,971,969.7083333,967.6666667,979.2916667,988,992.5416667,998.5833333,1005.166667,1005.916667,1005.5,1010.625,1014.166667,1017.708333,1018.708333,1023.25,1032.791667,1041.75,1054.166667,1064.416667,1058.583333,1059.541667,1065.583333,1069.416667,1078,1091.916667,1101.833333,1107.541667,1112,1117.958333,1123.333333,1124.416667,1123.458333,1126.083333,1132.416667,1142.166667,1144.208333,1152.416667,1162.791667,1172.375,1180.458333,1184.666667,1191.083333,1196.208333,1203.083333,1209.333333,1213.791667,1220.666667,1226.958333,1229.291667,1227.625,1229.541667,1231.75,1232,1228.833333,1226.666667,1227.833333,1235.708333,1236.458333,1227.708333,1228.583333,1233.25,1231.333333,1228.208333,1228.375,1229.541667,1230.541667,1230.416667,1228.958333,1228.5,1232.333333,1241.583333,1252.791667,1265.5,1287.375,1314.25,1347.541667,1380.333333,1417.833333,1464.291667,1513.875,1563.791667,1617.833333,1678.333333,1736.541667,1794.291667,1853.458333,1906.208333,1953.833333,2001.166667,2054.833333,2100.416667,2144.791667,2189.458333,2229.416667,2260.125,2287.291667,2337.083333,2381.416667,2415.958333,2457,2499.125,2534.708333,2570.125,2607.291667,2644.708333,2671.708333,2701.75,2730.458333,2752.416667,2780.291667,2802.333333,2820.041667,2836.75,2853.041667,2869.291667,2885.25,2902,2919,2936.083333,2953.041667,2970.083333,2987.458333,3004.541667,3021.125,3037.583333,3053.583333,3067.958333,3081.5,3097.375,3114.791667,3131.875,3145.166667,3160.791667,3176.25,3188.708333,3203.083333,3213.208333,3224.166667,3237.666667,3250,3259.25,3269.541667,3290.25,3307.791667,3312.125,3328.708333,3347.125,3361.791667,3372.75,3383.166667,3397.833333,3415.583333,3432.291667,3443.791667,3457.208333,3466.75,3472.333333,3484.708333,3492.875,3502.708333,3510.541667,3518.541667,3527.208333,3543.625,3551.416667,3569.416667,3594,3610.416667,3619,3625.416667,3643.333333,3647.291667,3663.708333,3678.541667,3684.458333,3690.75,3705.458333,3714.875,3719.625,3724.583333,3741.625,3763.125,3755.541667,3766.125,3770.75,3786.833333,3802.375,3807.125,3820.916667,3839.333333,3843.125,3851.5,3861.041667,3863.541667,3859.583333,3852,3857.041667,3870.791667,3890.625,3914.166667,3937.916667,3950.416667,3935.916667,3922.791667,3941.75,3964.333333,3969.875,3975,3981.416667,3984.375,3983.416667,3983.166667,3985.041667,3987.125,3988.708333,3990.375,3992.125,3993.875,3995.541667,3997.083333,3998.583333,3999.791667,4001.041667,4002.166667,4003.5,4005.166667,4007.833333,4011,4013.875,4016.541667,4018.875,4020.666667,4022.083333,4022.666667,4023.541667,4024.083333,4024.458333,4024.541667,4024.541667,4024.625,4024.208333,4023.083333,4019.5,4016.916667,4010.958333,4010.458333,4016.541667,4040.125,4088.833333,4145.166667,4205.458333,4264.375,4319.833333,4376.375,4432.541667,4473.875,4516.666667,4560.75,4594.75,4629.416667,4649.375,4677.083333,4691.291667,4695.75,4681.666667,4637.041667,4583.958333,4526.041667,4466.958333,4406.625,4345.416667,4287.5,4231.333333,4173.333333,4111.083333,4047.375,3987.208333,3940.333333,3889.083333,3861.083333,3840.583333,3822.083333,3802.875,3726.916667,3817.791667,3863.833333,3911.916667,3953.708333,3994.875,4044.166667,4078.541667,4103.583333,4125.291667,4146.625,4154.5,4144.625,4142.041667,4137.125,4137.333333,4131.375,4119.541667,4095.083333,4045.125,3973.5,3892.125,3781.75,3683.166667,3605.541667,3542.833333,3483.291667,3420.541667,3350.333333,3253.666667,3142.708333,3022.625,2894.958333,2766.666667,2640.75,2521.958333,2412.291667,2311.75,2219.333333,2142.75,2075.75,2013.208333,1956.625,1914.791667,1901.958333,1898.291667,1887.708333,1871.5,1848.958333,1801.291667,1752.958333,1745.25,1817.791667,1908.666667,1969.666667,2042.083333,2104.958333,2159.041667,2204.458333,2244.708333,2280.583333,2317.375,2350.666667,2378.958333,2415.125,2441.291667,2459.208333,2476.25,2499.166667,2532.833333,2567.541667,2593.75,2604.916667,2612.5,2628.708333,2642.458333,2650.083333,2662.916667,2683.333333,2707.791667,2742.375,2777.666667,2771.875,2717.166667,2673.041667,2652.875,2635.791667,2617.958333,2614.916667,2625.375,2624.708333,2609.833333,2603.166667,2582.083333,2569.125,2545.5,2521.708333,2506.75,2509.583333,2521.25,2523.208333,2519.333333,2479.083333,2457.875,2457.75,2436.916667,2359.416667,2193.708333,1892,1544.875,1203.416667,926.375,815.0833333,785.25,797.9583333,828.5416667,859.6666667,879.4583333,882.6666667,882.5833333,883.2916667,886.25,888.9166667,890.7083333,889.8333333,881.5833333,867.0833333,848.125,824.5833333,795.9166667,766.4583333,742.5,725.7083333,720.875,748.125,813.4583333,887.875,930.7916667,934.7916667,915.125,835.25,563.4583333,293.0416667,171.5833333,152.4166667,150.75,158.875,229.3333333,512,1154.583333,1419.583333,1522.166667,1578.416667,1581.958333,1536.208333,1497.708333,1488.375,1485.458333,1476.916667,1460.583333,1453.666667,1455.083333,1460.416667,1483.958333,1513.416667,1555.708333,1583.958333,1585.625,1554.916667,1540.916667,1556.25,1579.958333,1568.75,1559.25,1582.916667,1610.5,1625.416667,1607.333333,1585.25,1590.666667,1592.166667,1595.375,1610.041667,1626.708333,1638,1637.833333,1636.125,1597.958333,1551.958333,1487.166667,1413.541667,1358.791667,1312.166667,1297.833333,1264.166667,1246.708333,1253.375,1250.166667,1234.166667,1222.458333,1221.375,1218,1217.5,1154.458333,1187.208333,1186.25,1209.5,1255.416667,1379.125,1692.291667,1351.708333,1213.5,1152.583333,1084.5,1050.291667,1030.416667,1055.625,943,878,880.125,940.5,922.2083333,914.625,965.7083333,638.875,140.375,101.125,457.1666667,762.7916667,1670.041667,5004.208333,8290.833333,8653.625,6219.583333,5053.875,A
